1.129999, 0, 0, 6.902377, 1.662766, 0, 283.773, -1750.555, -7.299119, 0.01343784, 0.1308036, 23.9778, 2.530424, 1.939194, 25.03549
1.649999, -0.2770483, -0.1486605, 12.66887, 1.657469, 0.89271669720435365501881, 1238.645, -1762.569, -7.299119, 0.01343784, 0.1308036, 50.1432, 2.530424, 1.930808, 25.36146
 
1.659999, -0.2724987, -0.151431, 12.78109, 1.657282, 0.86867228717008425617253, 1263.792, -1762.802, -7.299119, 0.01343784, 0.1308036, 50.65091, 2.530424, 1.930646, 25.36772
 
1.669999, -0.2676643, -0.154156, 12.89362, 1.657392, 0.8447104141457244757659355530, 1289.192, -1763.035, -7.299119, 0.01343784, 0.1308036, 51.15869, 2.530424, 1.930485, 25.37399
 
1.679999, -0.2625482, -0.1568326, 13.00559, 1.656907, 0.8208288140237725887285155530, 1314.847, -1763.268, -7.299119, 0.01343784, 0.1308036, 51.66655, 2.530424, 1.930324, 25.38026
 
1.689999, -0.2571404, -0.1594581, 13.11819, 1.657017, 0.7970258401805905090363644470, 1340.757, -1763.5, -7.299119, 0.01343784, 0.1308036, 52.17448, 2.530424, 1.930163, 25.38653
 
1.699999, -0.2514464, -0.1620295, 13.23021, 1.656531, 0.77330118387424075689742, 1366.92, -1763.734, -7.299119, 0.01343784, 0.1308036, 52.68247, 2.530424, 1.930001, 25.3928
 
1.709999, -0.2454571, -0.164544, 13.34285, 1.65664, 0.74965474219075000417305, 1393.337, -1763.967, -7.299119, 0.01343784, 0.1308036, 53.19052, 2.530424, 1.92984, 25.39907
 
1.719999, -0.2391762, -0.1669986, 13.45522, 1.656451, 0.72608569181829766414164, 1420.008, -1764.2, -7.299119, 0.01343784, 0.1308036, 53.69863, 2.530424, 1.929679, 25.40533
 
1.729999, -0.2326014, -0.1693903, 13.56763, 1.656263, 0.70259526772461307317595, 1446.933, -1764.433, -7.299119, 0.01343784, 0.1308036, 54.2068, 2.530424, 1.929517, 25.4116
 
1.739999, -0.225731, -0.1717163, 13.68004, 1.656073, 0.67918408739356089946236, 1474.111, -1764.666, -7.299119, 0.01343784, 0.1308036, 54.715, 2.530424, 1.929356, 25.41787
 
1.749999, -0.2185655, -0.1739736, 13.79248, 1.655883, 0.65585503241650959453731, 1501.542, -1764.899, -7.299119, 0.01343784, 0.1308036, 55.22327, 2.530424, 1.929195, 25.42414
 
1.759999, -0.2111037, -0.1761593, 13.90494, 1.655694, 0.6326076911375483504701055530, 1529.226, -1765.133, -7.299119, 0.01343784, 0.1308036, 55.73158, 2.530424, 1.929034, 25.43041
 
1.769999, -0.2033446, -0.1782703, 14.01771, 1.655802, 0.60944659177168782138019, 1557.162, -1765.366, -7.299119, 0.01343784, 0.1308036, 56.23991, 2.530424, 1.928872, 25.43668
 
1.779999, -0.195295, -0.1803038, 14.12991, 1.655314, 0.58637348385654147970965, 1585.352, -1765.599, -7.299119, 0.01343784, 0.1308036, 56.74831, 2.530424, 1.928711, 25.44295
 
1.789999, -0.1869473, -0.1822567, 14.24273, 1.655422, 0.56339145481143369553016, 1613.795, -1765.833, -7.299119, 0.01343784, 0.1308036, 57.25675, 2.530424, 1.92855, 25.44921
 
1.799999, -0.1783117, -0.1841262, 14.35496, 1.654933, 0.54050472410943970144865, 1642.489, -1766.067, -7.299119, 0.01343784, 0.1308036, 57.76519, 2.530424, 1.928388, 25.45548
 
1.809999, -0.1693818, -0.1859093, 14.46781, 1.65504, 0.51771792287954450886297, 1671.434, -1766.3, -7.299119, 0.01343784, 0.1308036, 58.27367, 2.530424, 1.928227, 25.46175
 
1.819999, -0.160166, -0.1876031, 14.58038, 1.654849, 0.49503403562709401400729, 1700.633, -1766.534, -7.299119, 0.01343784, 0.1308036, 58.78219, 2.530424, 1.928066, 25.46802
 
1.829999, -0.1506649, -0.1892048, 14.69296, 1.654658, 0.47245820805096045176811, 1730.082, -1766.768, -7.299119, 0.01343784, 0.1308036, 59.29071, 2.530424, 1.927904, 25.47429
 
1.839999, -0.1408814, -0.1907114, 14.80555, 1.654467, 0.4499949683661503597057755530, 1759.781, -1767.002, -7.299119, 0.01343784, 0.1308036, 59.79925, 2.530424, 1.927743, 25.48056
 
1.849999, -0.1308198, -0.1921202, 14.91815, 1.654275, 0.4276505943252919809409144470, 1789.731, -1767.235, -7.299119, 0.01343784, 0.1308036, 60.3078, 2.530424, 1.927582, 25.48683
 
1.859999, -0.1204842, -0.1934284, 15.03076, 1.654083, 0.40543043745520626491684, 1819.932, -1767.469, -7.299119, 0.01343784, 0.1308036, 60.81635, 2.530424, 1.927421, 25.49309
 
1.869999, -0.1098774, -0.1946333, 15.14369, 1.65419, 0.3833412900784076491030555530, 1850.384, -1767.703, -7.299119, 0.01343784, 0.1308036, 61.32492, 2.530424, 1.927259, 25.49936
 
1.879999, -0.09901083, -0.195732, 15.25602, 1.653698, 0.36138829789377042666561, 1881.086, -1767.937, -7.299119, 0.01343784, 0.1308036, 61.8335, 2.530424, 1.927098, 25.50563
 
1.889999, -0.08788055, -0.1967221, 15.36897, 1.653804, 0.33957763573993819204898, 1912.036, -1768.172, -7.299119, 0.01343784, 0.1308036, 62.34206, 2.530424, 1.926937, 25.5119
 
1.899999, -0.07650124, -0.197601, 15.48162, 1.653612, 0.31791846296090455249091, 1943.237, -1768.406, -7.299119, 0.01343784, 0.1308036, 62.85064, 2.530424, 1.926776, 25.51817
 
1.909999, -0.06487884, -0.198366, 15.59398, 1.653119, 0.29641685148133874515747, 1974.687, -1768.64, -7.299119, 0.01343784, 0.1308036, 63.35921, 2.530424, 1.926614, 25.52444
 
1.919999, -0.05301434, -0.1990148, 15.70694, 1.653225, 0.27508103441943634586706, 2006.385, -1768.874, -7.299119, 0.01343784, 0.1308036, 63.86776, 2.530424, 1.926453, 25.5307
 
1.929999, -0.04092154, -0.1995449, 15.81961, 1.653031, 0.25391728952782148118121, 2038.332, -1769.109, -7.299119, 0.01343784, 0.1308036, 64.3763, 2.530424, 1.926292, 25.53697
 
1.939999, -0.0286078, -0.1999541, 15.93229, 1.652837, 0.2329354965483298712217744470, 2070.527, -1769.343, -7.299119, 0.01343784, 0.1308036, 64.88482, 2.530424, 1.926131, 25.54324
 
1.949998, -0.0160793, -0.2002402, 16.04526, 1.652943, 0.21214306528733444680599, 2102.97, -1769.578, -7.299119, 0.01343784, 0.1308036, 65.39333, 2.530424, 1.925969, 25.54951
 
1.959998, -0.003352242, -0.200401, 16.15764, 1.652449, 0.19154792012110153707839, 2135.66, -1769.813, -7.299119, 0.01343784, 0.1308036, 65.9018, 2.530424, 1.925808, 25.55578
 
1.969998, 0.009569114, -0.2004345, 16.27032, 1.652254, 0.17116055827532947206766, 2168.595, -1770.047, -7.299119, 0.01343784, 0.1308036, 66.41023, 2.530424, 1.925647, 25.56205
 
1.979998, 0.02267493, -0.2003388, 16.3833, 1.652359, 0.15098828664241682531263, 2201.779, -1770.282, -7.299119, 0.01343784, 0.1308036, 66.91866, 2.530424, 1.925485, 25.56832
 
1.989998, 0.03594663, -0.2001121, 16.49568, 1.651864, 0.13104057330828850900446, 2235.209, -1770.516, -7.299119, 0.01343784, 0.1308036, 67.42704, 2.530424, 1.925324, 25.57458
 
1.999998, 0.04938196, -0.1997526, 16.60866, 1.651969, 0.11132647470295965654339, 2268.885, -1770.751, -7.299119, 0.01343784, 0.1308036, 67.93538, 2.530424, 1.925163, 25.58085
 
2.009999, 0.06296048, -0.1992588, 16.72133, 1.651773, 0.0918563542639588460768535553, 2302.804, -1770.986, -7.299119, 0.01343784, 0.1308036, 68.44366, 2.530424, 1.925002, 25.58712
 
2.019999, 0.07667149, -0.1986292, 16.834, 1.651577, 0.0726399270707572687264724447, 2336.969, -1771.221, -7.299119, 0.01343784, 0.1308036, 68.9519, 2.530424, 1.92484, 25.59339
 
2.029999, 0.09050155, -0.1978625, 16.94667, 1.651381, 0.053686537712506285562266, 2371.379, -1771.456, -7.299119, 0.01343784, 0.1308036, 69.4601, 2.530424, 1.924679, 25.59966
 
2.039999, 0.1044368, -0.1969574, 17.05932, 1.651185, 0.0350054690299719228893674447, 2406.032, -1771.691, -7.299119, 0.01343784, 0.1308036, 69.96823, 2.530424, 1.924518, 25.60593
 
2.049999, 0.1184617, -0.1959131, 17.17198, 1.650988, 0.016607578447774184662382, 2440.93, -1771.926, -7.299119, 0.01343784, 0.1308036, 70.47633, 2.530424, 1.924356, 25.6122
 
2.059999, 0.1325644, -0.1947285, 17.28493, 1.651092, -0.0014985880573996126772588, 2476.072, -1772.162, -7.299119, 0.01343784, 0.1308036, 70.98436, 2.530424, 1.924195, 25.61847
 
2.069999, 0.1467202, -0.1934028, 17.39726, 1.650595, -0.0193007240321266321750015553, 2511.456, -1772.397, -7.299119, 0.01343784, 0.1308036, 71.49232, 2.530424, 1.924034, 25.62473
 
2.079998, 0.1609232, -0.1919356, 17.51019, 1.650698, -0.036790470803159124223148, 2547.082, -1772.632, -7.299119, 0.01343784, 0.1308036, 72.00021, 2.530424, 1.923873, 25.631
 
2.089998, 0.1751471, -0.1903264, 17.62251, 1.6502, -0.0539573558441521105527384447, 2582.95, -1772.868, -7.299119, 0.01343784, 0.1308036, 72.50804, 2.530424, 1.923711, 25.63727
 
2.099998, 0.1893831, -0.1885749, 17.73542, 1.650303, -0.07079092309499700404645, 2619.061, -1773.103, -7.299119, 0.01343784, 0.1308036, 73.01581, 2.530424, 1.92355, 25.64354
 
2.109998, 0.2036068, -0.1866811, 17.84802, 1.650105, -0.087281333979450400343227, 2655.413, -1773.339, -7.299119, 0.01343784, 0.1308036, 73.5235, 2.530424, 1.923389, 25.64981
 
2.119998, 0.2178027, -0.184645, 17.96061, 1.649906, -0.1034192850739511958543, 2692.006, -1773.574, -7.299119, 0.01343784, 0.1308036, 74.03112, 2.530424, 1.923228, 25.65608
 
2.129998, 0.231951, -0.182467, 18.07319, 1.649708, -0.1191939395366744639087, 2728.841, -1773.81, -7.299119, 0.01343784, 0.1308036, 74.53867, 2.530424, 1.923066, 25.66234
 
2.139998, 0.246034, -0.1801475, 18.18605, 1.649811, -0.13459470751934114511001, 2765.914, -1774.046, -7.299119, 0.01343784, 0.1308036, 75.04613, 2.530424, 1.922905, 25.66861
 
2.149998, 0.2600265, -0.1776871, 18.2983, 1.64931, -0.14961294424784588484891, 2803.228, -1774.281, -7.299119, 0.01343784, 0.1308036, 75.55351, 2.530424, 1.922744, 25.67488
 
2.159998, 0.2739136, -0.1750869, 18.41084, 1.649112, -0.1642373291846697663751, 2840.782, -1774.517, -7.299119, 0.01343784, 0.1308036, 76.06082, 2.530424, 1.922582, 25.68115
 
2.169998, 0.2876753, -0.1723477, 18.52366, 1.649214, -0.17845932046968487977699, 2878.574, -1774.753, -7.299119, 0.01343784, 0.1308036, 76.56802, 2.530424, 1.922421, 25.68742
 
2.179998, 0.3012868, -0.169471, 18.63616, 1.649014, -0.1922695529309447867009244470, 2916.605, -1774.989, -7.299119, 0.01343784, 0.1308036, 77.07516, 2.530424, 1.92226, 25.69369
 
2.189998, 0.314729, -0.1664581, 18.74866, 1.648814, -0.20565855848252148753642, 2954.876, -1775.225, -7.299119, 0.01343784, 0.1308036, 77.58221, 2.530424, 1.922099, 25.69995
 
2.199998, 0.3279807, -0.1633108, 18.86113, 1.648614, -0.2186176923503116859537055530, 2993.383, -1775.461, -7.299119, 0.01343784, 0.1308036, 78.08915, 2.530424, 1.921937, 25.70622
 
2.209998, 0.3410184, -0.160031, 18.97359, 1.648414, -0.23113635439464063636614, 3032.128, -1775.697, -7.299119, 0.01343784, 0.1308036, 78.59602, 2.530424, 1.921776, 25.71249
 
2.219998, 0.353821, -0.1566208, 19.08603, 1.648213, -0.24320651732526456493146, 3071.112, -1775.934, -7.299119, 0.01343784, 0.1308036, 79.1028, 2.530424, 1.921615, 25.71876
 
2.229998, 0.3663671, -0.1530826, 19.19845, 1.648013, -0.25482066842183103785515, 3110.331, -1776.17, -7.299119, 0.01343784, 0.1308036, 79.60946, 2.530424, 1.921453, 25.72503
 
2.239998, 0.378633, -0.149419, 19.31085, 1.647811, -0.26596954542637003234151, 3149.787, -1776.406, -7.299119, 0.01343784, 0.1308036, 80.11604, 2.530424, 1.921292, 25.7313
 
2.249998, 0.390598, -0.1456326, 19.42353, 1.647912, -0.2766451210486408619676, 3189.477, -1776.642, -7.299119, 0.01343784, 0.1308036, 80.6225, 2.530424, 1.921131, 25.73757
 
2.259998, 0.402237, -0.1417266, 19.53589, 1.64771, -0.2868408087940870660787, 3229.403, -1776.879, -7.299119, 0.01343784, 0.1308036, 81.12886, 2.530424, 1.92097, 25.74384
 
2.269998, 0.4135274, -0.1377043, 19.64795, 1.647207, -0.2965485813724669291120955530, 3269.568, -1777.116, -7.299119, 0.01343784, 0.1308036, 81.63515, 2.530424, 1.920808, 25.7501
 
2.279998, 0.4244516, -0.133569, 19.76057, 1.647307, -0.3057625726870691907165, 3309.965, -1777.352, -7.299119, 0.01343784, 0.1308036, 82.14132, 2.530424, 1.920647, 25.75637
 
2.289998, 0.4349823, -0.1293245, 19.87288, 1.647104, -0.31447568167344707932922, 3350.599, -1777.589, -7.299119, 0.01343784, 0.1308036, 82.64742, 2.530424, 1.920486, 25.76264
 
2.299998, 0.4450979, -0.1249746, 19.98517, 1.646902, -0.32268121892306771873758, 3391.467, -1777.826, -7.299119, 0.01343784, 0.1308036, 83.1534, 2.530424, 1.920324, 25.76891
 
2.309998, 0.4547766, -0.1205237, 20.09743, 1.646699, -0.33037424456501376345054, 3432.569, -1778.062, -7.299119, 0.01343784, 0.1308036, 83.65928, 2.530424, 1.920163, 25.77518
 
2.319998, 0.4639983, -0.1159759, 20.20998, 1.646799, -0.3375495099864345047440955530, 3473.906, -1778.299, -7.299119, 0.01343784, 0.1308036, 84.16507, 2.530424, 1.920002, 25.78145
 
2.329998, 0.472736, -0.1113359, 20.32191, 1.646294, -0.34420166366050590575561, 3515.475, -1778.536, -7.299119, 0.01343784, 0.1308036, 84.67075, 2.530424, 1.91984, 25.78771
 
2.339998, 0.4809735, -0.1066086, 20.43441, 1.646392, -0.3503262802861957862031444470, 3557.278, -1778.773, -7.299119, 0.01343784, 0.1308036, 85.17632, 2.530424, 1.919679, 25.79398
 
2.349998, 0.4886855, -0.1017988, 20.54629, 1.645886, -0.35592016953020130217752, 3599.314, -1779.01, -7.299119, 0.01343784, 0.1308036, 85.6818, 2.530424, 1.919518, 25.80025
 
2.359998, 0.4958567, -0.09691196, 20.65876, 1.645985, -0.3609806556291130080968544470, 3641.584, -1779.247, -7.299119, 0.01343784, 0.1308036, 86.18718, 2.530424, 1.919357, 25.80652
 
2.369998, 0.5024621, -0.09195339, 20.7709, 1.645781, -0.36550403367973877828377, 3684.085, -1779.484, -7.299119, 0.01343784, 0.1308036, 86.69245, 2.530424, 1.919195, 25.81279
 
2.379998, 0.5084831, -0.08692877, 20.88301, 1.645577, -0.3694878337466219982722955530, 3726.82, -1779.721, -7.299119, 0.01343784, 0.1308036, 87.19764, 2.530424, 1.919034, 25.81906
 
2.389998, 0.5139014, -0.08184394, 20.99512, 1.645372, -0.3729312325179461978999144470, 3769.788, -1779.959, -7.299119, 0.01343784, 0.1308036, 87.70274, 2.530424, 1.918873, 25.82533
 
2.399998, 0.5186975, -0.07670493, 21.10719, 1.645167, -0.3758325833700650580245255530, 3812.985, -1780.196, -7.299119, 0.01343784, 0.1308036, 88.20771, 2.530424, 1.918712, 25.83159
 
2.409998, 0.5228537, -0.07151795, 21.21924, 1.644962, -0.3781913717330985591359, 3856.415, -1780.433, -7.299119, 0.01343784, 0.1308036, 88.71259, 2.530424, 1.91855, 25.83786
 
2.419998, 0.5263535, -0.06628942, 21.33158, 1.64506, -0.38000770052102002937267, 3900.078, -1780.671, -7.299119, 0.01343784, 0.1308036, 89.21738, 2.530424, 1.918389, 25.84413
 
2.429998, 0.5291797, -0.06102588, 21.4433, 1.644551, -0.3812831134434911392007855530, 3943.973, -1780.909, -7.299119, 0.01343784, 0.1308036, 89.72211, 2.530424, 1.918228, 25.8504
 
2.439998, 0.5313182, -0.05573409, 21.55559, 1.644648, -0.38201812507040219952822, 3988.1, -1781.146, -7.299119, 0.01343784, 0.1308036, 90.22674, 2.530424, 1.918067, 25.85667
 
2.449998, 0.5327532, -0.0504209, 21.66757, 1.644443, -0.3822153082511862403789, 4032.458, -1781.384, -7.299119, 0.01343784, 0.1308036, 90.73127, 2.530424, 1.917905, 25.86294
 
2.459998, 0.5334718, -0.04509337, 21.77953, 1.644236, -0.3818774416632342685915355530, 4077.049, -1781.621, -7.299119, 0.01343784, 0.1308036, 91.23573, 2.530424, 1.917744, 25.86921
 
2.469998, 0.5334626, -0.03975866, 21.89178, 1.644333, -0.38100823020973738070373, 4121.872, -1781.859, -7.299119, 0.01343784, 0.1308036, 91.74012, 2.530424, 1.917583, 25.87547
 
2.479998, 0.5327115, -0.03442403, 22.0037, 1.644127, -0.3796105554820609408326, 4166.926, -1782.097, -7.299119, 0.01343784, 0.1308036, 92.24442, 2.530424, 1.917421, 25.88174
 
2.489998, 0.5312099, -0.02909691, 22.11559, 1.64392, -0.3776903864908987997260344470, 4212.211, -1782.335, -7.299119, 0.01343784, 0.1308036, 92.74864, 2.530424, 1.91726, 25.88801
 
